+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                        ;
+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                    ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; NiosII|cpu_jtag_debug_module_translator_avalon_universal_slave_0_agent|cpu_jtag_debug_module_translator_avalon_universal_slave_0_agent                                       ; 291   ; 40             ; 44           ; 40             ; 316    ; 40              ; 40            ; 40              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|cpu_jtag_debug_module_translator_avalon_universal_slave_0_agent                                                                                                       ; 291   ; 4              ; 0            ; 4              ; 316    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|cpu_data_master_translator_avalon_universal_master_0_agent|cpu_instruction_master_translator_avalon_universal_master_0_agent                                          ; 184   ; 38             ; 78           ; 38             ; 141    ; 38              ; 38            ; 38              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|cpu_data_master_translator_avalon_universal_master_0_agent                                                                                                            ; 184   ; 4              ; 0            ; 4              ; 141    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|cpu_instruction_master_translator_avalon_universal_master_0_agent|cpu_instruction_master_translator_avalon_universal_master_0_agent                                   ; 184   ; 38             ; 78           ; 38             ; 141    ; 38              ; 38            ; 38              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|cpu_instruction_master_translator_avalon_universal_master_0_agent                                                                                                     ; 184   ; 4              ; 0            ; 4              ; 141    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_buffer_avalon_ssram_slave_translator|pixel_buffer_avalon_ssram_slave_translator                                                                                 ; 116   ; 21             ; 13           ; 21             ; 107    ; 21              ; 21            ; 21              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_buffer_avalon_ssram_slave_translator                                                                                                                            ; 116   ; 21             ; 0            ; 21             ; 107    ; 21              ; 21            ; 21              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_buffer_dma_avalon_pixel_dma_master_translator|pixel_buffer_dma_avalon_pixel_dma_master_translator                                                               ; 83    ; 37             ; 2            ; 37             ; 79     ; 37              ; 37            ; 37              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_buffer_dma_avalon_pixel_dma_master_translator                                                                                                                   ; 83    ; 34             ; 0            ; 34             ; 79     ; 34              ; 34            ; 34              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|video_dma_avalon_dma_master_translator|video_dma_avalon_dma_master_translator                                                                                         ; 83    ; 39             ; 2            ; 39             ; 79     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|video_dma_avalon_dma_master_translator                                                                                                                                ; 83    ; 36             ; 0            ; 36             ; 79     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|jtag_uart_avalon_jtag_slave_translator|jtag_uart_avalon_jtag_slave_translator                                                                                         ; 111   ; 19             ; 29           ; 19             ; 83     ; 19              ; 19            ; 19              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|jtag_uart_avalon_jtag_slave_translator                                                                                                                                ; 111   ; 19             ; 0            ; 19             ; 83     ; 19              ; 19            ; 19              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_buffer_dma_avalon_control_slave_translator|video_dma_avalon_dma_control_slave_translator                                                                        ; 111   ; 23             ; 25           ; 23             ; 90     ; 23              ; 23            ; 23              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_buffer_dma_avalon_control_slave_translator                                                                                                                      ; 111   ; 23             ; 0            ; 23             ; 90     ; 23              ; 23            ; 23              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|video_dma_avalon_dma_control_slave_translator|video_dma_avalon_dma_control_slave_translator                                                                           ; 111   ; 23             ; 25           ; 23             ; 90     ; 23              ; 23            ; 23              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|video_dma_avalon_dma_control_slave_translator                                                                                                                         ; 111   ; 23             ; 0            ; 23             ; 90     ; 23              ; 23            ; 23              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|av_config_avalon_av_config_slave_translator|av_config_avalon_av_config_slave_translator                                                                               ; 111   ; 22             ; 25           ; 22             ; 90     ; 22              ; 22            ; 22              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|av_config_avalon_av_config_slave_translator                                                                                                                           ; 111   ; 22             ; 0            ; 22             ; 90     ; 22              ; 22            ; 22              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|sdram_s1_translator|sdram_s1_translator                                                                                                                               ; 76    ; 18             ; 3            ; 18             ; 76     ; 18              ; 18            ; 18              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|sdram_s1_translator                                                                                                                                                   ; 76    ; 18             ; 0            ; 18             ; 76     ; 18              ; 18            ; 18              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|onchip_memory_s1_translator|onchip_memory_s1_translator                                                                                                               ; 111   ; 23             ; 15           ; 23             ; 100    ; 23              ; 23            ; 23              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|onchip_memory_s1_translator                                                                                                                                           ; 111   ; 22             ; 0            ; 22             ; 100    ; 22              ; 22            ; 22              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|cpu_jtag_debug_module_translator|cpu_jtag_debug_module_translator                                                                                                     ; 111   ; 21             ; 18           ; 21             ; 97     ; 21              ; 21            ; 21              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|cpu_jtag_debug_module_translator                                                                                                                                      ; 111   ; 21             ; 0            ; 21             ; 97     ; 21              ; 21            ; 21              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|cpu_data_master_translator|cpu_data_master_translator                                                                                                                 ; 112   ; 19             ; 0            ; 19             ; 109    ; 19              ; 19            ; 19              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|cpu_data_master_translator                                                                                                                                            ; 112   ; 16             ; 0            ; 16             ; 109    ; 16              ; 16            ; 16              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|cpu_instruction_master_translator|cpu_instruction_master_translator                                                                                                   ; 112   ; 58             ; 0            ; 58             ; 109    ; 58              ; 58            ; 58              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|cpu_instruction_master_translator                                                                                                                                     ; 112   ; 54             ; 0            ; 54             ; 109    ; 54              ; 54            ; 54              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|jtag_uart|the_de2_70_JTAG_UART_scfifo_r|rfifo|auto_generated|dpfifo|wr_ptr                                                                                            ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|jtag_uart|the_de2_70_JTAG_UART_scfifo_r|rfifo|auto_generated|dpfifo|rd_ptr_count                                                                                      ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|jtag_uart|the_de2_70_JTAG_UART_scfifo_r|rfifo|auto_generated|dpfifo|FIFOram|altsyncram2                                                                               ; 24    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|jtag_uart|the_de2_70_JTAG_UART_scfifo_r|rfifo|auto_generated|dpfifo|FIFOram                                                                                           ; 24    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|jtag_uart|the_de2_70_JTAG_UART_scfifo_r|rfifo|auto_generated|dpfifo|fifo_state|count_usedw                                                                            ; 5     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|jtag_uart|the_de2_70_JTAG_UART_scfifo_r|rfifo|auto_generated|dpfifo|fifo_state                                                                                        ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|jtag_uart|the_de2_70_JTAG_UART_scfifo_r|rfifo|auto_generated|dpfifo                                                                                                   ; 13    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|jtag_uart|the_de2_70_JTAG_UART_scfifo_r|rfifo|auto_generated                                                                                                          ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|jtag_uart|the_de2_70_JTAG_UART_scfifo_r                                                                                                                               ; 13    ; 0              ; 1            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|jtag_uart|the_de2_70_JTAG_UART_scfifo_w|wfifo|auto_generated|dpfifo|wr_ptr                                                                                            ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|jtag_uart|the_de2_70_JTAG_UART_scfifo_w|wfifo|auto_generated|dpfifo|rd_ptr_count                                                                                      ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|jtag_uart|the_de2_70_JTAG_UART_scfifo_w|wfifo|auto_generated|dpfifo|FIFOram|altsyncram2                                                                               ; 24    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|jtag_uart|the_de2_70_JTAG_UART_scfifo_w|wfifo|auto_generated|dpfifo|FIFOram                                                                                           ; 24    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|jtag_uart|the_de2_70_JTAG_UART_scfifo_w|wfifo|auto_generated|dpfifo|fifo_state|count_usedw                                                                            ; 5     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|jtag_uart|the_de2_70_JTAG_UART_scfifo_w|wfifo|auto_generated|dpfifo|fifo_state                                                                                        ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|jtag_uart|the_de2_70_JTAG_UART_scfifo_w|wfifo|auto_generated|dpfifo                                                                                                   ; 13    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|jtag_uart|the_de2_70_JTAG_UART_scfifo_w|wfifo|auto_generated                                                                                                          ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|jtag_uart|the_de2_70_JTAG_UART_scfifo_w                                                                                                                               ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|jtag_uart                                                                                                                                                             ; 38    ; 10             ; 23           ; 10             ; 34     ; 10              ; 10            ; 10              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|sdram|the_de2_70_SDRAM_input_efifo_module                                                                                                                             ; 47    ; 0              ; 0            ; 0              ; 47     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|sdram                                                                                                                                                                 ; 47    ; 1              ; 1            ; 1              ; 40     ; 1               ; 1             ; 1               ; 16    ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|vga_controller|VGA_Timing                                                                                                                                             ; 36    ; 0              ; 1            ; 0              ; 47     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|vga_controller                                                                                                                                                        ; 35    ; 0              ; 1            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|wrfull_eq_comp_msb_mux                                                                                                       ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|wrfull_eq_comp_lsb_mux                                                                                                       ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|rdemp_eq_comp_msb_mux                                                                                                        ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|rdemp_eq_comp_lsb_mux                                                                                                        ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|wrfull_eq_comp_msb                                                                                                           ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|wrfull_eq_comp_lsb                                                                                                           ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|wrfull_eq_comp1_msb                                                                                                          ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|wrfull_eq_comp1_lsb                                                                                                          ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|rdempty_eq_comp_msb                                                                                                          ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|rdempty_eq_comp_lsb                                                                                                          ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|rdempty_eq_comp1_msb                                                                                                         ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|rdempty_eq_comp1_lsb                                                                                                         ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|ws_dgrp|dffpipe9                                                                                                             ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|ws_dgrp                                                                                                                      ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|ws_bwp                                                                                                                       ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|ws_brp                                                                                                                       ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|rs_dgwp|dffpipe6                                                                                                             ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|rs_dgwp                                                                                                                      ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|rdaclr                                                                                                                       ; 2     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|fifo_ram                                                                                                                     ; 50    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|wrptr_gp                                                                                                                     ; 2     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|wrptr_g1p                                                                                                                    ; 2     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|rdptr_g1p                                                                                                                    ; 3     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|ws_dgrp_gray2bin                                                                                                             ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|wrptr_g_gray2bin                                                                                                             ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated                                                                                                                              ; 36    ; 0              ; 0            ; 0              ; 40     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo                                                                                                                                                       ; 38    ; 0              ; 2            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_scaler|Multiply_Height|Multiply_Height_FIFO|auto_generated|dpfifo|wr_ptr                                                                                        ; 3     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_scaler|Multiply_Height|Multiply_Height_FIFO|auto_generated|dpfifo|usedw_counter                                                                                 ; 4     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_scaler|Multiply_Height|Multiply_Height_FIFO|auto_generated|dpfifo|rd_ptr_msb                                                                                    ; 3     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_scaler|Multiply_Height|Multiply_Height_FIFO|auto_generated|dpfifo|three_comparison                                                                              ; 20    ; 10             ; 0            ; 10             ; 1      ; 10              ; 10            ; 10              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_scaler|Multiply_Height|Multiply_Height_FIFO|auto_generated|dpfifo|almost_full_comparer                                                                          ; 20    ; 10             ; 0            ; 10             ; 1      ; 10              ; 10            ; 10              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_scaler|Multiply_Height|Multiply_Height_FIFO|auto_generated|dpfifo|FIFOram                                                                                       ; 54    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_scaler|Multiply_Height|Multiply_Height_FIFO|auto_generated|dpfifo                                                                                               ; 36    ; 0              ; 0            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_scaler|Multiply_Height|Multiply_Height_FIFO|auto_generated                                                                                                      ; 36    ; 0              ; 0            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_scaler|Multiply_Height                                                                                                                                          ; 36    ; 0              ; 0            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_scaler                                                                                                                                                          ; 36    ; 0              ; 0            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_rgb_resampler                                                                                                                                                   ; 22    ; 0              ; 0            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_buffer_dma|Image_Buffer|auto_generated|dpfifo|wr_ptr                                                                                                            ; 3     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_buffer_dma|Image_Buffer|auto_generated|dpfifo|usedw_counter                                                                                                     ; 4     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_buffer_dma|Image_Buffer|auto_generated|dpfifo|rd_ptr_msb                                                                                                        ; 3     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_buffer_dma|Image_Buffer|auto_generated|dpfifo|three_comparison                                                                                                  ; 14    ; 7              ; 0            ; 7              ; 1      ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_buffer_dma|Image_Buffer|auto_generated|dpfifo|almost_full_comparer                                                                                              ; 14    ; 7              ; 0            ; 7              ; 1      ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_buffer_dma|Image_Buffer|auto_generated|dpfifo|FIFOram                                                                                                           ; 34    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_buffer_dma|Image_Buffer|auto_generated|dpfifo                                                                                                                   ; 22    ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_buffer_dma|Image_Buffer|auto_generated                                                                                                                          ; 22    ; 0              ; 0            ; 0              ; 22     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_buffer_dma                                                                                                                                                      ; 61    ; 0              ; 0            ; 0              ; 85     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_buffer                                                                                                                                                          ; 59    ; 0              ; 0            ; 0              ; 67     ; 0               ; 0             ; 0               ; 36    ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|video_dma|From_Stream_to_Memory                                                                                                                                       ; 23    ; 0              ; 2            ; 0              ; 20     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|video_dma|DMA_Control_Slave                                                                                                                                           ; 43    ; 0              ; 0            ; 0              ; 65     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|video_dma                                                                                                                                                             ; 62    ; 0              ; 0            ; 0              ; 82     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|video_rgb_resampler                                                                                                                                                   ; 30    ; 0              ; 8            ; 0              ; 20     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|video_scaler|Shrink_Frame                                                                                                                                             ; 30    ; 0              ; 0            ; 0              ; 28     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|video_scaler                                                                                                                                                          ; 30    ; 0              ; 0            ; 0              ; 28     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|video_clipper|Clipper_Add|Clipper_Add_Counters                                                                                                                        ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|video_clipper|Clipper_Add                                                                                                                                             ; 32    ; 0              ; 4            ; 0              ; 30     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|video_clipper|Clipper_Drop|Clipper_Drop_Counters                                                                                                                      ; 3     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|video_clipper|Clipper_Drop                                                                                                                                            ; 32    ; 0              ; 0            ; 0              ; 30     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|video_clipper                                                                                                                                                         ; 30    ; 0              ; 0            ; 0              ; 28     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|bayer_pattern_resampler|bayern_pattern_shift_reg|auto_generated|cntr1|cmpr5                                                                                           ; 24    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|bayer_pattern_resampler|bayern_pattern_shift_reg|auto_generated|cntr1                                                                                                 ; 2     ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|bayer_pattern_resampler|bayern_pattern_shift_reg|auto_generated|altsyncram2                                                                                           ; 35    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|bayer_pattern_resampler|bayern_pattern_shift_reg|auto_generated                                                                                                       ; 10    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|bayer_pattern_resampler                                                                                                                                               ; 14    ; 0              ; 0            ; 0              ; 28     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|video_in_decoder|Video_In_Dual_Clock_FIFO|dcfifo_component|auto_generated|wrfull_eq_comp                                                                              ; 16    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|video_in_decoder|Video_In_Dual_Clock_FIFO|dcfifo_component|auto_generated|rdempty_eq_comp                                                                             ; 16    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
